SignalId;Received;Average Sending;Average Confirming;Average Purchase Time Distribution;y64zivPOMCOK4vB;;;texSaMIEYAQ9VtH;;;4v7SjpBVS5LaGvi;;;3wC8enZlKXdY89c;;;nfhDA6K47pTiUrI;;;6l3bHYYUUIz5ABQ;;;xGI0OANbngry3Ca;;;YQmlRBTYAXAs83h;;;lbWymdYoEKSrA9X;;;z6272FfCB9YOoq9;;;4OwrbE3Fuge7WHe;;;Gqxlpueb2Ac184V;;;U2UbkkUGFpNWmPc;;;eHlqUl1lXl1Efm5;;;3hKz4vhnvUJXk63;;;AfkNKAb7wUlPaL6;;;RUdoFBNdkCE0h6d;;;Q8UlTFNG8p8ZtaZ;;;fRTNU7vUlnbt0Hg;;;QTmMfEaoZjt4KoW;;;
;;;;;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;
ce1992d2-76e5-4ca2-9d0d-e3fd5156d48b;2018-07-26T05:00:00.106Z;0;2255;1532581200000;0;2255;2018-07-26T05:00:00.000Z;0;2255;n/a;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;0;2255;2018-07-26T05:00:00.000Z;
fd8ba8fd-6a66-4c22-b9c6-7f39c2ec025f;2018-07-26T05:00:00.107Z;0;1901;1532581200000;0;1901;2018-07-26T05:00:00.000Z;0;1901;n/a;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;0;1901;2018-07-26T05:00:00.000Z;
71f4c4b3-5ace-4ca3-9f3c-afe68678e88c;2018-07-26T05:00:00.108Z;0;1482;1532581200000;0;1482;2018-07-26T05:00:00.000Z;0;1482;n/a;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;0;1482;2018-07-26T05:00:00.000Z;
040a360a-f9fa-4b97-b6f8-76b57362a9a0;2018-07-26T05:00:00.109Z;0;2710;1532581200000;0;2710;2018-07-26T05:00:00.000Z;0;2710;n/a;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;0;2710;2018-07-26T05:00:00.000Z;
ff7faff3-b3f7-4332-acd3-597555dc1e6e;2018-07-26T05:00:00.111Z;0;3789;1532581200000;0;3789;2018-07-26T05:00:00.000Z;0;3789;n/a;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;0;3789;2018-07-26T05:00:00.000Z;
d35d401f-db32-4ea3-ad28-28b7381e651b;2018-07-26T05:00:00.114Z;0;1591;1532581200000;0;1591;2018-07-26T05:00:00.000Z;0;1591;n/a;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;0;1591;2018-07-26T05:00:00.000Z;
ecf0cb3b-0218-4207-bc72-0302df5946f2;2018-07-26T05:00:00.093Z;1;2886;1532581200000;1;2886;2018-07-26T05:00:00.000Z;1;2886;n/a;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;1;2886;2018-07-26T05:00:00.000Z;
9e6276e7-b3e3-4e61-b5a4-905773f98407;2018-07-26T05:00:00.101Z;0;2508;1532581200000;0;2508;2018-07-26T05:00:00.000Z;0;2508;n/a;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;0;2508;2018-07-26T05:00:00.000Z;
0d5ab75d-dd92-45eb-b0b4-4b0df4a53d53;2018-07-26T05:00:00.105Z;0;2249;1532581200000;0;2249;2018-07-26T05:00:00.000Z;0;2249;n/a;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;0;2249;2018-07-26T05:00:00.000Z;
75c2d3a7-158c-4140-912d-b40b9f660107;2018-07-26T05:00:00.110Z;0;2243;1532581200000;0;2243;2018-07-26T05:00:00.000Z;0;2243;n/a;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;0;2243;2018-07-26T05:00:00.000Z;
c1e876bf-6cc9-4a49-98b0-8a1d29bd2056;2018-07-26T05:59:58.932Z;4;937;1532584799000;4;937;2018-07-26T05:59:59.000Z;4;937;n/a;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;4;937;2018-07-26T05:59:59.000Z;
1edde390-d704-4122-8755-d62c27919f20;2018-07-26T05:59:58.939Z;0;1677;1532584799000;0;1677;2018-07-26T05:59:59.000Z;0;1677;n/a;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;0;1677;2018-07-26T05:59:59.000Z;
55569398-6587-447c-b2cb-9229eb4a5a35;2018-07-26T05:59:58.942Z;0;2642;1532584799000;0;2642;2018-07-26T05:59:59.000Z;0;2642;n/a;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;0;2642;2018-07-26T05:59:59.000Z;
6ec763a7-d6bb-45a7-963d-1693466eb084;2018-07-26T05:59:58.943Z;0;1933;1532584799000;0;1933;2018-07-26T05:59:59.000Z;0;1933;n/a;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;0;1933;2018-07-26T05:59:59.000Z;
cad6f756-4edc-467c-a0f9-27b847e17783;2018-07-26T05:59:58.946Z;0;5833;1532584799000;0;5833;2018-07-26T05:59:59.000Z;0;5833;n/a;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;0;5833;2018-07-26T05:59:59.000Z;
2e74a32c-cf9f-4e54-aac6-bb107e1fb263;2018-07-26T05:59:58.944Z;0;1847;1532584799000;0;1847;2018-07-26T05:59:59.000Z;0;1847;n/a;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;0;1847;2018-07-26T05:59:59.000Z;
2234e17d-a3b3-4014-8867-f872de5bbe7a;2018-07-26T05:59:58.948Z;0;2474;1532584799000;0;2474;2018-07-26T05:59:59.000Z;0;2474;n/a;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;0;2474;2018-07-26T05:59:59.000Z;
57b1ff26-ed91-41d0-b446-3e6007f0f03a;2018-07-26T05:59:58.949Z;0;1416;1532584799000;0;1416;2018-07-26T05:59:59.000Z;0;1416;n/a;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;0;1416;2018-07-26T05:59:59.000Z;
f8750357-5c74-40c6-ab05-94d5b01c0327;2018-07-26T05:59:58.952Z;0;1386;1532584799000;0;1386;2018-07-26T05:59:59.000Z;0;1386;n/a;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;0;1386;2018-07-26T05:59:59.000Z;
68610158-3105-4ead-bb12-173274d9d22c;2018-07-26T05:59:58.953Z;0;1699;1532584799000;0;1699;2018-07-26T05:59:59.000Z;0;1699;n/a;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;0;1699;2018-07-26T05:59:59.000Z;
8f44b33d-2d47-49cd-96d3-adbbfa1febd7;2018-07-26T05:59:58.956Z;0;1384;1532584799000;0;1384;2018-07-26T05:59:59.000Z;0;1384;n/a;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;0;1384;2018-07-26T05:59:59.000Z;
3e8b9444-df03-42fe-abe1-ef71e0b47178;2018-07-26T05:59:58.956Z;1;1792;1532584799000;1;1792;2018-07-26T05:59:59.000Z;1;1792;n/a;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;1;1792;2018-07-26T05:59:59.000Z;
8ba6790a-d12e-4a8e-a377-aa64cf9b3c24;2018-07-26T05:59:58.957Z;1;2391;1532584799000;1;2391;2018-07-26T05:59:59.000Z;1;2391;n/a;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;1;2391;2018-07-26T05:59:59.000Z;
5358bab8-10ed-4d25-b22b-7d809984a7ac;2018-07-26T05:59:58.958Z;0;1028;1532584799000;0;1028;2018-07-26T05:59:59.000Z;0;1028;n/a;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;0;1028;2018-07-26T05:59:59.000Z;
8b2ed798-a840-415a-9180-d71a1e5490f4;2018-07-26T05:59:58.960Z;1;2166;1532584799000;1;2166;2018-07-26T05:59:59.000Z;1;2166;n/a;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;1;2166;2018-07-26T05:59:59.000Z;
df34d32a-3063-4c65-8c00-d04597899b1b;2018-07-26T05:59:58.961Z;1;1231;1532584799000;1;1231;2018-07-26T05:59:59.000Z;1;1231;n/a;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;1;1231;2018-07-26T05:59:59.000Z;
445bc610-3516-49d5-b3fb-6b8200c8fedb;2018-07-26T05:59:58.940Z;1;971;1532584799000;1;971;2018-07-26T05:59:59.000Z;1;971;n/a;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;1;971;2018-07-26T05:59:59.000Z;
